n.Name,m.Name
TLX3,ZNF41
TLX3,ING4
TLX3,HOPX
TLX3,PQBP1
TLX3,DENND4A
TLX3,IRF9
TLX3,GTF2A1L
TLX3,HNRNPUL1
TLX3,SP1
ZNRD1,NONO
ZNRD1,ZNF593
TAF9B,RUNX1T1
TAF9B,DRAP1
TAF9B,TRIM15
TAF9B,SS18L1
TAF9B,TAF10
TAF9B,TAF13
ZNF407,ZSCAN1
ZNF407,ZBTB9
ZNF407,STAT6
TBX20,ZSCAN1
NCOA5,NCOA5
HES4,PCBD2
HES4,PCBD1
ALX4,ALX4
ALX4,HOXB13
ALX4,HOXB6
ALX4,HOXA3
ALX4,FOXA3
ALX4,HOXD3
ALX4,SOX2
ALX4,GATA4
ALX4,EMX1
ALX4,CEBPE
ANKRD55,ZSCAN1
EHMT1,JARID2
EHMT1,LZTR1
EHMT1,TRIM15
EHMT1,PCBD1
EHMT1,HIST1H3A
ZBTB3,IKBKG
ZBTB3,EIF5B
ZBTB3,THRA
ZBTB3,ZMYM2
ZBTB3,ANKRD2
ZBTB3,LEF1
ZBTB3,ZNF556
ZBTB3,SSX3
ZBTB3,GTF2A1L
ZBTB3,JADE2
ZBTB3,SMAD3
ZBTB3,IRF6
ZBTB3,PROX1
ZBTB3,PPARG
ZBTB3,SUPT5H
ZBTB3,PKNOX1
ZBTB3,BIN1
ZBTB3,NR3C1
ZBTB3,FOXM1
ZBTB3,GATA4
PCBD2,HNF1A
PCBD2,MED21
PCBD2,PHF14
PCBD2,MED7
PCBD2,XBP1
PCBD2,IRF2BP1
PCBD2,AATF
PCBD2,MED4
PCBD2,KCNIP3
PCBD2,PBXIP1
PCBD2,CENPK
PCBD2,HES4
PCBD2,MED30
PCBD2,TGIF2LY
PCBD2,ASCC2
PCBD2,CHAF1A
PCBD2,SSX3
PCBD2,C1D
PCBD2,SNW1
PCBD2,ZZZ3
PCBD2,SSX5
PCBD2,TAL2
PCBD2,STAT3
PCBD2,PML
PCBD2,PCBD1
PCBD2,CDC5L
PCBD2,RUNX1T1
PCBD2,GTF2E1
PCBD2,BRF1
INSM2,ZSCAN1
TRIM15,MED7
TRIM15,TAF9B
TRIM15,EHMT1
TRIM15,TRIM15
TRIM15,SNW1
TRIM15,IRF5
TRIM15,MYBL2
TRIM15,GTF2E1
TRIM15,UBE2U
CHURC1,SERTAD1
CHURC1,ZBTB9
ZNF513,ZFP64
ZNF513,PPARGC1B
ZNF513,ZNF513
ZNF513,ZZZ3
ZNF597,ZNF597
ZNF519,SP8
ZSCAN4,ZSCAN4
CNOT6L,BTG2
CNOT6L,LZTR1
CNOT6L,ZSCAN1
ZNF396,ZSCAN1
ZSCAN1,TTF2
ZSCAN1,MED21
ZSCAN1,ASH2L
ZSCAN1,TIMELESS
ZSCAN1,FXR2
ZSCAN1,MED7
ZSCAN1,MED31
ZSCAN1,TBX20
ZSCAN1,ZNF407
ZSCAN1,ANKRD55
ZSCAN1,INSM2
ZSCAN1,HOPX
ZSCAN1,CNOT6L
ZSCAN1,ZSCAN1
ZSCAN1,ZNF396
ZSCAN1,ZNF263
ZSCAN1,SSX3
ZSCAN1,TRIM31
ZSCAN1,SNW1
ZSCAN1,ZKSCAN5
ZSCAN1,NPAS2
ZSCAN1,SSX5
ZSCAN1,PPARG
ZSCAN1,RFC1
ZSCAN1,TAF7
ZSCAN1,POLR2B
ZSCAN1,POLR2D
ZSCAN1,POLR2E
ZSCAN1,PLRG1
ZSCAN1,CDC5L
ZSCAN1,GTF2E1
ZSCAN1,GTF2H1
ZSCAN1,ERCC3
FBXO6,VCP
WDR26,RAE1
WDR26,WDR5
WDR26,CUL4B
WDR26,CUL4A
WDR5B,WDR5
WDR5B,CUL4A
WDR5B,CUL4B
NLE1,EWSR1
NLE1,WDR5
WDR12,WDR5
WDR53,WDR5
WDR59,RAE1
WDR59,WDR5
WDR61,EZH2
WDR61,CUL4B
WDR61,CUL4A
WDR61,WDR5
WDR61,MLH1
CHD6,CHD3
CHD6,ARAF
CHD6,TOLLIP
CHD6,AIRE
DACT1,HDAC1
DACT1,LEF1
KMT2B,NCOA6
KMT2B,SMARCB1
SMARCA1,PARP1
DCLRE1A,TP53BP1
DCLRE1A,ATM
F2RL1,Cbl
SENP8,AKIP1
TSPY1,HIST2H2BE
TSPY1,HIST2H2AC
SERPINB5,HDAC1
HOXA11,HDAC1
HOXA11,YY1
HOXA11,HDAC2
HOXA11,FOXO1
SYF2,MCM3
SYF2,CCNDBP1
FOXN3,MEN1
MLANA,NEDD4
MLANA,ITCH
REPIN1,GMNN
REPIN1,HDAC3
GMNN,CDT1
GMNN,HDAC3
GMNN,REPIN1
HIST2H2BE,NAP1L4
HIST2H2BE,STK4
HIST2H2BE,DZIP3
HIST2H2BE,VRK1
HIST2H2BE,TBL1X
HIST2H2BE,TBL1XR1
HIST2H2BE,HSPD1
HIST2H2BE,PARP3
HIST2H2BE,SAP30
HIST2H2BE,MDM2
HIST2H2BE,TSPY1
HIST2H2BE,TAF1B
HIST2H2BE,MAP4K4
BCL7C,ARID1A
BCL7C,ARID2
BCL7C,SMARCE1
BCL7C,BRD7
BCL7C,SMARCD1
BCL7C,SMARCA4
BCL7C,SMARCC1
BCL7C,ACTL6A
BCL7C,SMARCB1
BCL7C,DPF2
BCL7C,ACTB
BCL7C,BANF1
SIRT3,PEX5
SIRT3,XRCC6
SIRT3,FOXO3
KLF4,SP1
KLF4,CREBBP
KLF4,KLF6
KLF4,ELK1
KLF4,HDAC5
KLF4,HDAC2
RHO,SAG
RHO,GRK5
RHO,ARR3
RHO,ADRBK1
RHO,GRK1
RHO,RHO
MAGEA2,TP53
MAGEA2,HDAC3
SUV420H2,CBX1
SUV420H2,CBX5
SUV420H2,EEF1A1
SUV420H2,TUB
SUV420H2,HSPA4
SUV420H2,MCM7
SUV420H2,GTF2I
SAP30L,SIN3A
SAP30L,SAP30L
SAP30L,HDAC1
SAP30L,HDAC3
SAP30L,HDAC2
ALDOA,PLD2
ALDOA,ATP6V1E1
ALDOA,USP15
ALDOA,OSBPL10
ALDOA,FANCA
ALDOA,XRN1
ALDOA,TRIM63
ALDOA,EGFR
MTTP,APOB
NARS,LSM1
CAPN1,NFKBIA
CAPN1,CAST
CAPN1,PSEN2
CENPB,TAF1D
CENPB,PARP1
CENPB,HAND2
FDPS,FGFR1
FRS3,BMPR2
FRS3,FGFR1
ECD,NR3C1
ECD,EWSR1
P4HA2,DMWD
P4HA2,PRRC2A
CCR10,PRRC2A
GANAB,PTPRC
GANAB,PRRC2A
GANAB,TRAF6
GANAB,ELF3
GANAB,UBA5
GANAB,PRKAG2
GANAB,CLN3
GANAB,GBAS
MAN2C1,PRRC2A
SSR3,BRE
SSR3,C20orf24
SSR3,PRRC2A
SSR3,TCEAL1
LOX,DHDDS
MC4R,POMC
MC4R,AGRP
MC4R,ATRNL1
NPY1R,NPY
NPY1R,LSM7
PGD,USPL1
PGD,LSM8
RAP1B,RGL2
ARFRP1,CYTH1
SLC17A1,PDZK1
NCAPG2,TAL1
AKAP10,PRKAR1A
AKAP10,PDZK1
WWOX,TP53
CBLL1,CDH1
MTUS1,AGTR2
TRO,TROAP
TRO,BYSL
PLXNB3,ARHGEF11
RABEPK,RAB9A
RABEPK,PIKFYVE
KLF8,CTBP2
TTC19,UPF3B
PPP2R3B,PPP2CA
PPP2R3B,PPP2R1A
PPP2R3B,PPP2R1B
PPP2R3B,CDC6
RBMS1,POLA1
INSM1,SORBS1
INSM1,TUBB3
TFIP11,TUFT1
NUBP1,NDN
GARS,EEF1D
GARS,IARS
PSMB5,PLK1
PSMB5,USP14
PSMB5,UCHL5
PSMB5,TRAF6
PSMB5,LSM1
PSMB5,PSMD6
PSMB5,SLX1B
IGHMBP2,LSM8
KCNJ2,IL16
KCNJ2,DLG1
KCNJ2,DLG4
KCNJ2,TRAK2
COPG2,COPB1
COPG2,DRD1
COPG2,COPG1
COPG2,MAGED1
COPG2,PMS2
THOP1,MPP6
TFAP2C,TP53
TFAP2C,CITED2
TFAP2C,CITED4
SMARCD2,BRCA1
SMARCD2,XRN1
SMARCD2,TP73
SMARCD2,TP63
SMARCD2,TP53
PSMB1,PLK1
PSMB1,FANCG
PSMB1,DCP2
PSMB1,EXOSC6
PSMB1,PASK
PSMB1,CASP4
PSMB1,RIOK3
PSMB1,DSTYK
PSMB1,VHL
PSMB1,SLX1B
PPP1R12A,PRKG1
PPP1R12A,IL16
PPP1R12A,PPP1CB
TALDO1,LSM8
ILKAP,HGS
ILKAP,ILK
ERI1,SLBP
TLR5,MYD88
TLR5,RNF216
PABPC4,PHLDA1
PABPC4,YWHAZ
PABPC4,XRN1
PABPC4,PUF60
PABPC4,PINX1
PABPC4,HNF4A
PABPC4,PPM1B
PABPC4,ARF6
PABPC4,HNRNPA1
MYH13,LSM7
HUNK,RABEP1
SLC22A4,PDZK1
SLC22A12,PDZK1
GRHPR,LSM1
CLPB,USP30
CLPB,UCHL3
CLPB,OSBPL10
CLPB,COPS6
CLPB,TTF2
IFITM2,UPF3A
ABI3BP,ABI3
ABI3BP,GRB2
RGS17,OSTM1
N4BP1,ITCH
N4BP1,LSM1
RAB29,LSM7
COL23A1,LSM8
KCTD3,USP13
KCTD3,COPS6
KCTD3,LSM8
THUMPD3,LSM8
CECR2,LRPPRC
HEBP2,LRPPRC
HEBP2,PDCD6
ARNT2,SIM2
ARNT2,NPAS4
ARNT2,EPAS1
SPATC1L,PARN
ND1,TST
ND1,DHDDS
ND1,SNCA
FBLN5,TOP3B
FBLN5,LOXL1
NPR1,PRKG1
SYMPK,HSF1
SYMPK,CSTF2
EPB41L2,GRIA1
EPB41L2,NUMA1
EPB41L2,FKBP2
EPB41L2,YWHAQ
EPB41L2,YWHAG
EPB41L2,YWHAZ
CTNND2,LRRC7
CTNND2,ATN1
CTNND2,PDZD2
ARL6IP5,SLC1A1
ARL6IP5,ARL6
ARHGAP18,MPP6
KNSTRN,MPP6
EXOSC10,UPF1
EXOSC10,UPF2
EXOSC10,UPF3A
EXOSC10,MPP6
SKIV2L2,MPP6
SKIV2L2,RNPS1
SKIV2L2,TAF10
NANOS1,PUM2
ARL6IP4,ARL6
ARL6IP4,IKBKG
RNF34,DNAJA3
RNF34,UBE2H
RNF34,UBE2F
DNAJC30,EXOSC6
ARPC4,ARPC2
ARPC4,ARPC3
ARPC4,CTTN
ARPC4,NELFCD
ARPC4,ARPC5L
ARPC4,ACTR3
ARPC4,ARPC5
ARPC4,ACTR3B
NEBL,ZYX
NEBL,MYPN
ATL2,ARL6
ARL6IP6,ARL6
Rasd2,SMAD2
Rasd2,SMAD3
Rasd2,SMAD4
Rasd2,SMURF1
Rasd2,BMPR1B
Rasd2,ACVR1
Rasd2,TGFBR1
Rasd2,SMURF2
Rab34,SMAD2
Rab34,TGFBR1
Rab34,SMAD4
Rhebl1,SMAD2
Rhebl1,BMPR1B
Rhebl1,ACVR1
Rhebl1,TGFBR1
Rab38,SMAD2
Rab38,SMAD3
Rab38,SMAD4
Rab38,BMPR1B
Rab38,TGFBR1
Rhobtb1,SMAD2
Rhobtb1,SMURF1
Rhobtb1,BMPR1B
Rhobtb1,ACVR1
Rhobtb1,TGFBR1
Arhgef7,SMAD2
Arhgef7,SMAD3
Arhgef7,SMAD4
Arhgef7,SMURF1
Rps27a,SMAD2
Rps27a,SMURF1
Rps27a,BMPR1B
Rps27a,ACVR1
Rps27a,TGFBR1
Rps27a,SMAD4
Fbxo3,SMAD2
Fbxo3,SMAD3
Fbxo3,SMURF1
Fbxo3,BMPR1B
Fbxo3,ACVR1
Fbxo3,TGFBR1
Sqstm1,UBC
Sqstm1,SMAD2
Sqstm1,SMAD3
Sqstm1,SMAD4
Sqstm1,SMURF1
Sqstm1,BMPR1B
Sqstm1,ACVR1
Ppp2r2d,SMAD2
Ppp2r2d,SMAD3
Ppp2r2d,SMURF1
Map2k3,SMAD2
Map2k3,SMAD3
Map2k3,SMAD4
Map2k3,BMPR1B
Map2k3,TGFBR1
Map2k3,SMURF1
Nuak2,SMAD2
Nuak2,SMAD4
Nuak2,ACVR1
Nuak2,TGFBR1
Uhmk1,STMN1
Uhmk1,SMAD2
Uhmk1,SMAD4
Uhmk1,SMURF1
Uhmk1,BMPR1B
Uhmk1,ACVR1
Uhmk1,TGFBR1
Arhgef6,SMAD3
Arhgef6,SMAD2
Arhgef6,BMPR1B
Arhgef6,TGFBR1
Rgs3,SMAD3
Rgs3,SMAD2
Lhx9,SMAD2
Lhx9,SMURF1
Trim35,SMAD3
Trim35,SMAD2
Trim35,SMAD4
Trim35,SMURF1
Wwp2,SMAD3
Wwp2,SMAD2
Wwp2,TGFBR1
Wwp2,SMAD7
Rhoj,SMAD2
Rhoj,SMAD4
Rhoj,BMPR1B
Rhoj,TGFBR1
Rhoj,ACVR1
Rhod,SMAD2
Rhod,SMAD4
Rhod,BMPR1B
Rhod,ACVR1
Rhod,TGFBR1
Rhod,SMURF2
Arl4d,SMAD2
Arl4d,SMURF1
Arl4d,TGFBR1
Arhgef1,SMAD2
Arhgef1,SMURF1
Arhgef1,SMURF2
Cdc40,SMAD2
Cdc40,SMURF1
Irak2,SMAD2
Irak2,SMURF1
Lmo2,SMAD2
Smad2,SMAD3
Smad2,SMAD2
Smad2,SMAD4
Smad2,SMURF2
Smad3,SMAD3
Smad3,SMAD2
Smad3,SMAD4
Smad3,SMURF2
Smad3,SMURF1
Rras2,SMAD3
Rras2,SMAD4
Rras2,BMPR1B
Rras2,ACVR1
Rras2,SMURF2
Wee1,SMAD3
Wee1,SMURF1
Clasrp,SMAD3
Gsc,SMAD3
Rhog,SMAD4
Rab13,SMAD4
Rab13,TGFBR1
Rab13,SMURF2
Rab2b,SMAD4
Rac2,SMAD4
Nras,SMAD4
Nras,ACVR1
Nras,SMURF2
Rab3b,SMAD4
Rab3b,ACVR1
Rab3b,TGFBR1
Arfrp1,SMAD4
Arl5b,SMAD4
Arhgef11,SMAD4
Arhgef11,SMURF1
Nek6,SMAD4
Nek6,TGFBR1
Nek6,SMURF2
Stk35,SMAD4
Stk35,BMPR1B
Stk35,TGFBR1
Ripk2,SMAD4
Ripk2,SMURF1
Chek1,ATM
Chek1,SMAD4
Eif2ak4,SMAD4
Eif2ak4,TGFBR1
Tssk3,SMAD4
Tssk3,TGFBR1
Pbk,SMAD4
Plk4,SMAD4
Ilkap,SMAD4
Ilkap,BMPR1B
Ilkap,ACVR1
Ilkap,TGFBR1
Rnf14,SMAD4
Rnf14,SMURF1
Rnf14,SMURF2
Rnf138,SMAD4
Rnf138,TGFBR1
Rnf138,SMURF1
Smad1,SMAD4
Smad1,SMURF2
Stat1,ACVR1
Stat1,TGFBR1
Stat1,SMAD4
Stat1,SMURF2
Stat1,SMURF1
Ocln,TGFBR1
Ocln,SMAD4
Ocln,SMURF1
Hdgf,SMAD4
Ubb,SMURF1
Ubb,TGFBR1
Ubb,SMAD4
Itk,TGFBR1
Itk,SMAD4
Ap2b1,ACVR1
Ap2b1,SMAD4
Ap2b1,SMURF1
Ap2b1,SNCA
Rsph14,SMAD4
Apbb2,SMAD4
Apbb2,SMURF1
Nkiras1,BMPR1B
Nkiras1,ACVR1
Nkiras1,TGFBR1
Nkiras1,SMURF2
Rab33b,ACVR1
Rab33b,TGFBR1
Rab6b,BMPR1B
Rab6b,ACVR1
Rab6b,TGFBR1
Git2,TGFBR1
Gna13,TGFBR1
Arhgap31,TGFBR1
Chn2,TGFBR1
Bcr,BMPR1B
Bcr,TGFBR1
Chn1,BMPR1B
Chn1,ACVR1
Chn1,TGFBR1
Fbxl12,TGFBR1
Atg16l1,BMPR1B
Atg16l1,TGFBR1
Prpf4,TGFBR1
Cdc20,TGFBR1
Katnb1,TGFBR1
Nup37,TGFBR1
Gnb3,TGFBR1
Wsb1,CUL5
Wsb1,CUL2
Wsb1,TGFBR1
Preb,TGFBR1
Wdr13,TGFBR1
Wdr61,SMURF1
Wdr61,ACVR1
Wdr61,TGFBR1
Gnb2,TGFBR1
Gnb2,SNCA
Fbxw5,BMPR1B
Fbxw5,TGFBR1
Csnk2a2,SMURF1
Csnk2a2,TGFBR1
Cdkl1,SMURF1
Cdkl1,TGFBR1
Tssk5,SMURF1
Tssk5,TGFBR1
Mknk2,BMPR1B
Mknk2,TGFBR1
Aurkb,TGFBR1
Ikbkb,ACVR1
Ikbkb,TGFBR1
Cdk4,BMPR1B
Cdk4,TGFBR1
Dapk2,TGFBR1
Csnk1d,TGFBR1
Fancl,BMPR1B
Fancl,ACVR1
Fancl,TGFBR1
Nek8,TGFBR1
Csnk1a1,TGFBR1
Csnk1a1,SNCA
Eif2ak1,TGFBR1
Cdk14,BMPR1B
Cdk14,ACVR1
Cdk14,TGFBR1
Cdk14,SMURF1
Cdk17,TGFBR1
Chuk,TGFBR1
Cdk6,TGFBR1
Tgfbr1,BMPR1B
Tgfbr1,ACVR1
Tgfbr1,TGFBR1
Bmpr2,BMPR1B
Bmpr2,TGFBR1
Stub1,BMPR1B
Stub1,TGFBR1
Stub1,SMURF1
Ttc1,TGFBR1
Enc1,TGFBR1
Btbd2,TGFBR1
Klhl1,BMPR1B
Klhl1,TGFBR1
Skap2,TGFBR1
Sntg1,TGFBR1
Plek,ACVR1
Plek,TGFBR1
Plekhb1,BMPR1B
Plekhb1,ACVR1
Plekhb1,TGFBR1
Arhgap15,SMURF1
Arhgap15,TGFBR1
Pard6a,TGFBR1
Dusp10,TGFBR1
Dusp6,TGFBR1
Ppp3cc,BMPR1B
Ppp3cc,TGFBR1
Ppp1ca,TGFBR1
Ppp1ca,SNCA
Ppp6c,TGFBR1
Rnf130,TGFBR1
Noxo1,TGFBR1
Naa20,SMURF1
Naa20,BMPR1B
Naa20,ACVR1
Naa20,TGFBR1
Samd8,TGFBR1
Fkbp1b,BMPR1B
Fkbp1b,TGFBR1
Fkbp1a,BMPR1B
Fkbp1a,TGFBR1
Irf7,BMPR1B
Irf7,TGFBR1
Efna1,TGFBR1
Rhpn2,TGFBR1
Rhpn2,SMURF1
Rtkn,TGFBR1
Rtkn,SMURF1
Cdc42ep4,TGFBR1
Stx8,VAMP8
Stx8,ACVR1
Stx8,TGFBR1
Rgs19,TGFBR1
Rrh,TGFBR1
Rhoa,NPHS1
Rhoa,TGFBR1
Rhoh,TGFBR1
Ubd,TGFBR1
Usp45,BMPR1B
Usp45,SMURF1
Usp45,TGFBR1
Usp21,ACVR1
Usp21,TGFBR1
Ube2e3,ACVR1
Ube2e3,TGFBR1
Fbxo34,BMPR1B
Fbxo34,TGFBR1
Fbxo24,SMURF1
Fbxo24,TGFBR1
Cul5,SMURF1
Cul5,TGFBR1
Anapc5,SMURF1
Anapc5,TGFBR1
Anapc5,SMURF2
Smad7,BMPR1A
Smad7,BMPR1B
Smad7,TGFBR1
Smad7,SMURF2
Smad7,SMURF1
Rab17,ACVR1
Rab17,SMURF2
Ajuba,ACVR1
Fkbp4,ACVR1
Fkbp4,SMURF2
Usp39,ACVR1
Ube2r2,ACVR1
Fgd6,ACVR1
Dcaf7,BMPR1B
Lztr1,BMPR1B
Srgap1,BMPR1B
1700006A11Rik,BMPR1B
Ppp2ca,BMPR1B
Sh3kbp1,BMPR1B
Smad6,BMPR1B
Smad6,SMURF2
Smad6,SMURF1
Gng11,SMURF1
Rgl3,SMURF1
Tbl2,SMURF1
Pak1ip1,SMURF1
Pwp1,SMURF1
Rrp9,SMURF1
Map3k7,TAB2
Map3k7,SMURF1
Osbpl3,SMURF1
Rlim,SMURF1
Elp3,SMURF1
Ing2,SMURF1
Ing2,SMURF2
Cxxc1,SMURF1
Gar1,SMURF1
Gar1,SMURF2
Etv6,SMURF1
Srsf5,SMURF1
Srsf4,SMURF1
Srsf4,SMURF2
Ubtf,SMURF1
Aven,SMURF1
Ash2l,SMURF1
Ash2l,SMURF2
Hdgfrp3,SMURF1
Hdgfrp3,SMURF2
Ecsit,TRAF6
Ecsit,SMURF1
Rit1,SMURF1
Inpp5b,SMURF1
Sf3a1,SMURF1
Dnajc7,SMURF1
Rapsn,SMURF1
Lonrf3,SMURF1
Zbtb8b,SMURF1
Ppp1cb,SMURF1
Rnf141,SMURF1
Rnf2,SMURF2
Rnf2,MBD1
Epha1,SMURF2
Irf3,SMURF2
Rab22a,SMURF2
Rab14,SMURF2
Rac1,NPHS1
Rac1,SMURF2
Smap1,SMURF2
Gng2,SMURF2
Ube2g1,SMURF2
Ppid,SMURF2
Irf8,SMURF2
POLE,TOPBP1
POLE,PCNA
POLE,MYC
POLE,RAD17
POLE,STK19
SLC29A1,STK19
PRAME,STK19
CACTIN,NELFE
CACTIN,RNPS1
IFITM1,CD81
IFITM1,CD19
IFITM1,CR2
IFITM1,ABHD16A
HM13,ABHD16A
TMEM222,PRSS23
TMEM222,ABHD16A
GPRC5C,ABHD16A
SPAG7,ABHD16A
ATP5G3,ABHD16A
CCDC158,GPSM1
CCDC158,FCHSD2
CCDC158,CCDC101
CCDC158,NAGK
CCDC158,SH3GLB2
LENG8,RHOXF2
LENG8,SMN1
LENG8,PYGO1
MGME1,MAGEA11
FAM27E3,KRTAP4-12
FAM27E3,CCDC85B
FAM27E3,MDFI
CRACR2A,TRIM29
CINP,CLUAP1
ALS2CR11,SSSCA1
ALS2CR11,CCDC85B
ALS2CR11,VIM
ALS2CR11,MCM6
ALS2CR11,TEX11
FAM120B,TRAF2
PTBP2,FUS
PTBP2,KHSRP
PTBP2,RBM10
PTBP2,CALCOCO2
C11orf54,TRIP13
ZDHHC3,EWSR1
RBM17,SF3A2
RBM17,SAT1
FBXO28,TRAF2
STRBP,RBPMS
STRBP,THAP1
TSACC,DTNB
ZBTB7B,GRAP2
ZBTB7B,ZNF277
ITM2C,RNF7
SLC22A24,EWSR1
ZC3H14,EXOC7
ZC3H14,KRT20
DYDC1,USHBP1
DYDC1,NME5
DYDC1,MID2
DYDC1,DPY30
ZNF417,CCDC85B
ZNF417,ZBTB43
ZNF417,CEP72
ZNF417,KRTAP4-12
ZNF417,BEGAIN
ZNF417,MDFI
ZNF417,TRIM37
ZC2HC1C,KRT15
ZC2HC1C,CALCOCO2
ZC2HC1C,KRT20
ZC2HC1C,CCDC85B
TCHP,KRT15
TCHP,VIM
TCHP,NME7
TCHP,CCDC85B
TCHP,TEX11
AASDHPPT,BABAM1
AASDHPPT,USP22
AASDHPPT,MDFI
AASDHPPT,TRAF2
GIN1,CPSF6
AP5Z1,MDFI
MIEF1,MAGEA1
FZD9,MDFI
PPP1R37,ZMYND19
PPP1R37,BEND7
NAV2,PIAS2
NAV2,ING5
NAV2,APC
LURAP1,TCEANC
LURAP1,THAP7
LURAP1,CCDC185
LURAP1,U2AF2
LURAP1,DOCK10
LURAP1,BLOC1S6
LURAP1,ZNF821
LURAP1,SNAP29
LURAP1,CCDC112
LURAP1,HGS
DMRTB1,NCKIPSD
DMRTB1,EYA2
DMRTB1,EWSR1
DMRTB1,SORBS3
DMRTB1,VASP
DMRTB1,IL16
DMRTB1,RBFOX2
DMRTB1,PRMT2
DMRTB1,NIF3L1
LLPH,NFIC
VTI1B,VAMP4
VTI1B,STX8
VTI1B,STX7
VTI1B,STX5
VTI1B,NSF
CFL2,ACTG1
CFL2,ACTB
ZNF337,COMMD3
ZNF337,CCDC85B
DNAJC10,HSPA5
DNAJC10,MAGEA11
PGLS,PLSCR1
PGLS,MDFI
PGLS,EWSR1
BAZ2B,CTBP2
FAM124B,TRIP6
FAM124B,TRIM37
FAM124B,MDFI
FAM124B,EFEMP2
FAM124B,CCDC85B
FRMD6,TSC22D4
FRMD6,RASSF8
FRMD6,MLH1
NGFRAP1,NGFR
NGFRAP1,YWHAE
NGFRAP1,CCDC85B
FAM193B,LDOC1
POLI,DVL2
POLI,DAZAP2
POLI,CALCOCO2
FAM46C,DAZAP2
FAM46C,TRIP6
FAM46C,PLK4
FAM46C,AP2B1
MYO1F,EWSR1
TMEM19,BSCL2
MAGEB18,TP53
MAGEB18,TRIM37
MAGEB18,TNIP1
MAGEB18,LNX1
MAGEB18,GABPB1
EMC8,EMC2
SMIM3,BSCL2
NDUFAF1,MAGEA11
NDUFAF1,ATIC
CEP19,KXD1
CEP19,RABL2B
FAM131C,DNAJA3
FAM131C,GRN
FAM131C,EWSR1
FAM131C,VSNL1
FAM131C,MAD1L1
DDIT4L,SNRPG
TYMSOS,MDFI
C18orf25,UBE2I
TPD52L3,NFIC
TSPYL4,CCDC85B
TSPYL4,NINL
PLEKHF2,BLOC1S6
PLEKHF2,SFN
PLEKHF2,RTN3
PLEKHF2,RTN1
PLEKHF2,SPEF1
PLEKHF2,GPBP1L1
PLEKHF2,NONO
PLEKHF2,GNMT
PLEKHF2,RTN4
PLEKHF2,GLUL
PLEKHF2,CHIC2
PLEKHF2,ZNF263
PLEKHF2,MAX
PLEKHF2,PRPSAP1
PLEKHF2,PRKAR1A
PLEKHF2,CCDC85B
PLEKHF2,UBE2Z
PLEKHF2,SDPR
PLEKHF2,RABAC1
PLEKHF2,MBIP
PLEKHF2,TSC22D3
CFAP53,CCDC85B
CFAP53,TEX11
C1orf35,SDCBP2
C1orf35,THAP1
TRIM51,SPRY2
TRIM51,RNF40
TRIM51,MAGEA11
SEC23B,SEC24C
SEC23B,SEC24D
SEC23B,FYCO1
BATF2,DAZAP2
FAM50B,KPNA3
FAM50B,CCDC85B
BEND5,GRAP2
BEND5,USP2
BEND5,CTNNBIP1
USE1,BSCL2
CCDC7,CIAO1
CCDC7,EWSR1
CEP76,PAICS
CEP76,KIAA1279
CEP76,DCTD
CEP76,CCNK
CEP76,SALL2
CEP76,GFAP
CEP76,MAGEA11
UPRT,PYROXD1
BAMBI,SOX30
EFHC1,CACNA1E
EFHC1,TEX11
UQCRB,MAGEA4
UQCRB,MAGEA1
HAAO,GAD1
TMEM241,MDFI
HID1,BEGAIN
HID1,CBS
HID1,RCN3
HID1,RBBP8
NTN4,PLSCR1
NTN4,ADAMTSL4
RTN4IP1,RTN4
RTN4IP1,WBP11
RTN4IP1,EXOC7
DNAJB3,EWSR1
TRAPPC6A,TRAPPC3
TRAPPC6A,EFS
TRAPPC6A,SSSCA1
TRAPPC6A,HOXA1
TRAPPC6A,RAD54B
COX7A2L,MAGEA11
C10orf82,TEX11
KATNAL1,COX17
GKAP1,HGS
GKAP1,FXR2
ZCCHC14,NFIC
MNS1,EWSR1
PRUNE2,EWSR1
PRUNE2,RCN3
LINC00663,PLSCR1
RNF183,FATE1
RNF183,KXD1
RNF183,IFFO1
RNF183,EWSR1
RNF183,FBP1
RWDD4,KCTD17
TEX37,TRIP13
TEX37,MAGEA11
TEX37,RBPMS
TAF6L,SUPT3H
TAF6L,TAF9
TAF6L,USP22
TAF6L,STX11
TAF6L,TAF10
FAM96B,CIAO1
FAM96B,MLF2
C10orf62,MDFI
C10orf62,FXR2
C10orf62,KRTAP4-12
C10orf62,PLSCR1
PPFIBP2,SFN
PPFIBP2,TSG101
PPFIBP2,DTNB
SGTB,EFEMP2
SGTB,RAI2
FTSJ3,SAT1
FTSJ3,DDX56
FTSJ3,MAGEB4
ENKD1,TRAF2
ENKD1,TSC22D4
ENKD1,PDLIM7
ENKD1,MDFI
ENKD1,PLSCR1
ENKD1,BEGAIN
ENKD1,CEP70
ENKD1,RBPMS
ENKD1,CCDC85B
ENKD1,DVL2
ENKD1,CALCOCO2
ENKD1,YWHAE
MUL1,APPBP2
MUL1,UBE2D2
MUL1,UBE2D1
MUL1,UBE2D3
MUL1,UBE2E3
MUL1,UBE2L6
MUL1,UBE2D4
MUL1,UBE2E1
MUL1,UBE2W
MUL1,UBE2U
ASB13,NUDT3
ASB13,DNM1
ASB13,TRIP13
ASB13,HIF1AN
DHX58,AP2B1
IFT20,EXOC7
IFT20,KXD1
IFT20,TREX1
IFT20,FBF1
